id;nombre_espanol;nombre_archivo;nivel;tipo_ejercicio;posicion;areas_cuerpo;duracion_segundos;requiere_equipo;equipo_necesario;evitar_si_limitacion;objetivos;descripcion_corta;descripcion_completa;instrucciones_clave;beneficios;precauciones;clasificado_por;verificado_manualmente;notas_admin
189;Plancha Lateral Estrella Izquierda;Side_Star_Plank_Left.mov;avanzado;fuerza | equilibrio | estabilidad;suelo;core | brazos | hombros | gluteos | piernas;;t;esterilla;hombros | munecas | espalda | cuello | cadera;fuerza | equilibrio | estabilidad | confianza;Plancha lateral avanzada apoyado sobre brazo izquierdo con pierna y brazo derecho elevados formando una estrella.;Ejercicio avanzado de plancha lateral donde se apoya el cuerpo sobre el antebrazo o mano izquierda y el lateral del pie izquierdo, mientras se eleva la pierna derecha y el brazo derecho hacia arriba formando una posición de estrella. Requiere gran estabilidad del core, fuerza en hombros y control corporal total.;Túmbate de lado izquierdo apoyando antebrazo izquierdo perpendicular al cuerpo | Eleva cadera formando línea recta con el cuerpo apoyado sobre antebrazo y lateral del pie | Extiende pierna derecha hacia arriba y brazo derecho hacia el techo formando estrella | Mantén core activado y cuerpo alineado sin rotar cadera hacia adelante o atrás | Mantén la posición 10-30 segundos respirando de forma controlada;Fortalecimiento intenso de oblicuos y musculatura lateral del core | Desarrollo de fuerza y estabilidad en hombros | Mejora significativa del equilibrio y control corporal | Tonificación de glúteos y piernas;NO recomendado para personas mayores o con movilidad limitada debido a su alta exigencia | Evitar completamente si hay problemas de hombro, muñeca o espalda | Requiere supervisión profesional y progresión previa con planchas básicas | Alto riesgo de caída o lesión sin la fuerza y técnica adecuadas;ia;f;
168;Plancha Lateral Izquierda con Flexión;Push-up_Side_Plank_Left.mov;avanzado;fuerza | estabilidad | equilibrio;suelo;core | brazos | hombros | pecho;;t;esterilla;hombros | munecas | espalda | cuello;fuerza | estabilidad | equilibrio;Combinación avanzada de flexión de brazos seguida de una plancha lateral sobre el lado izquierdo, manteniendo el cuerpo alineado.;Ejercicio compuesto que integra una flexión de brazos tradicional con una transición a plancha lateral izquierda. Desde posición de flexión, se realiza el descenso y ascenso del cuerpo, para luego rotar el torso hacia la izquierda, levantando el brazo derecho hacia el techo y apoyando el peso en brazo izquierdo y lateral de los pies, formando una línea diagonal con el cuerpo.;Comenzar en posición de plancha alta con manos bajo los hombros | Realizar una flexión de brazos completa manteniendo el core activado | Al subir, rotar el torso hacia la izquierda levantando el brazo derecho | Mantener la plancha lateral con el cuerpo alineado de cabeza a pies | Volver a posición inicial de forma controlada;Fortalecimiento intensivo de core y oblicuos | Desarrollo de fuerza en pecho, brazos y hombros | Mejora significativa del equilibrio y estabilidad corporal | Trabajo coordinado de múltiples grupos musculares;NO recomendado para personas mayores o con movilidad limitada | Requiere fuerza considerable en muñecas y hombros | Evitar completamente si hay lesiones de hombro o problemas lumbares | Alto riesgo de lesión sin supervisión profesional | Mantener siempre la alineación neutra de columna;ia;f;
188;Plancha Lateral con Crunch Oblicuo Derecho;Side_Plank_and_Oblique_Crunch_Right.mov;avanzado;fuerza | estabilidad;suelo;core | hombros | brazos | oblicuos;;t;esterilla;espalda | hombros | munecas | cuello;fuerza | estabilidad | postura;Ejercicio avanzado que combina plancha lateral con contracción de oblicuos del lado derecho, requiriendo fuerza significativa de core y hombro.;La plancha lateral con crunch oblicuo derecho es un ejercicio de alta intensidad que se realiza apoyando el antebrazo derecho en el suelo mientras el cuerpo se mantiene en línea recta lateral. Desde esta posición, se añade un movimiento de crunch llevando la rodilla superior hacia el codo, trabajando intensamente los músculos oblicuos, el transverso abdominal y requiriendo gran estabilidad del hombro de apoyo.;Colocarse de lado sobre el antebrazo derecho con el codo bajo el hombro | Elevar la cadera manteniendo el cuerpo en línea recta desde cabeza a pies | Llevar la rodilla izquierda hacia el codo izquierdo en movimiento controlado | Mantener la cadera elevada durante todo el movimiento | Respirar de forma controlada sin colapsar el core;Fortalecimiento intenso de músculos oblicuos y core profundo | Mejora significativa de la estabilidad lateral del tronco | Desarrollo de fuerza y resistencia en hombro estabilizador;No recomendado para personas con problemas lumbares o hernias discales | Evitar si existe lesión en hombro o manguito rotador | Contraindicado en caso de dolor de muñecas o síndrome del túnel carpiano | No apto para personas con movilidad limitada o sin experiencia previa | Requiere evaluación médica previa en personas mayores;ia;f;
187;Plancha Lateral con Crunch Oblicuo Izquierdo;Side_Plank_and_Oblique_Crunch_Left.mov;avanzado;fuerza | estabilidad | equilibrio;suelo;core | hombros | brazos | espalda;;t;esterilla;espalda | hombros | munecas | cuello;fuerza | estabilidad | postura;Ejercicio avanzado de plancha lateral combinado con contracción de oblicuos del lado izquierdo, trabajando core y estabilidad.;Este ejercicio combina la plancha lateral con un movimiento de crunch oblicuo. Se realiza apoyando el antebrazo izquierdo en el suelo, manteniendo el cuerpo en línea recta lateral, mientras se realiza una contracción de los músculos oblicuos acercando la rodilla y el codo. Es un ejercicio de alta intensidad que requiere fuerza significativa en el core, hombros y estabilizadores del tronco.;Acostarse sobre el lado izquierdo, apoyando el antebrazo izquierdo perpendicular al cuerpo | Elevar la cadera del suelo formando una línea recta desde los pies hasta la cabeza | Llevar la rodilla y el codo derechos hacia el centro en un movimiento de crunch | Mantener la estabilidad sin dejar caer la cadera durante todo el movimiento | Controlar la respiración, exhalando durante la contracción;Fortalece intensamente los músculos oblicuos y core profundo | Mejora la estabilidad lateral del tronco | Desarrolla fuerza en hombros y brazos | Mejora el equilibrio y la coordinación;No recomendado para personas con problemas lumbares, hernias o dolor de espalda | Evitar si hay lesiones de hombro o muñeca | Requiere supervisión para personas mayores o con movilidad limitada | Puede causar tensión cervical si no se mantiene alineación correcta;ia;f;
92;Plancha Lateral con Rodillas Apoyadas (Lado Derecho);Knee_High_Side_Plank_Right.mov;avanzado;fuerza | estabilidad | equilibrio;suelo;core | hombros | brazos | oblicuos;;t;esterilla;hombros | munecas | espalda | cuello;fuerza | estabilidad | postura | equilibrio;Plancha lateral modificada apoyando las rodillas, activando el core y los oblicuos del lado derecho.;Ejercicio de fuerza isométrica donde se mantiene una posición de plancha lateral sobre el lado derecho del cuerpo, con las rodillas flexionadas y apoyadas en el suelo para reducir la intensidad. Se apoya el antebrazo derecho en el suelo mientras se eleva la cadera, manteniendo el cuerpo alineado desde las rodillas hasta la cabeza, activando intensamente el core y los músculos oblicuos.;Túmbate de lado derecho con las rodillas flexionadas y apila las piernas | Apoya el antebrazo derecho perpendicular al cuerpo, codo bajo el hombro | Eleva la cadera del suelo manteniendo línea recta desde rodillas a cabeza | Mantén el core contraído y evita que la cadera caiga o se desplace | Sostén la posición 10-30 segundos, respira de forma controlada;Fortalece profundamente los músculos oblicuos y core lateral | Mejora la estabilidad de la columna y previene dolores lumbares | Desarrolla fuerza en hombros y brazos | Mejora el equilibrio y la conciencia corporal;No recomendado para personas con problemas graves de hombro, muñeca o espalda | Evitar si hay dolor agudo en la zona lumbar o cervical | Mantener el cuello alineado, sin tensión excesiva | Si es demasiado intenso, reducir el tiempo de mantenimiento;ia;f;
91;Plancha Lateral con Rodillas Apoyadas (Lado Izquierdo);Knee_High_Side_Plank_Left.mov;intermedio;fuerza | estabilidad;suelo;core | hombros | brazos | oblicuos;;t;esterilla;hombros | munecas | espalda;fuerza | estabilidad | postura;Plancha lateral modificada apoyando las rodillas en lugar de los pies, trabajando el lado izquierdo del cuerpo para fortalecer el core y los oblicuos.;La plancha lateral con rodillas apoyadas es una versión modificada del ejercicio clásico, más accesible para personas mayores o con movilidad limitada. Se realiza tumbado de lado, apoyando el antebrazo izquierdo y ambas rodillas en el suelo, elevando la cadera para formar una línea desde las rodillas hasta la cabeza. Esta variante reduce la carga sobre hombros y muñecas mientras fortalece efectivamente el core lateral, los oblicuos y mejora la estabilidad del tronco.;Túmbate sobre el lado izquierdo con las rodillas dobladas a 90 grados | Apoya el antebrazo izquierdo perpendicular al cuerpo, codo bajo el hombro | Eleva la cadera del suelo manteniendo rodillas, cadera y hombros alineados | Mantén el core contraído y evita rotar el tronco hacia adelante o atrás | Sostén la posición 10-20 segundos, respirando con normalidad;Fortalece los músculos oblicuos y el core lateral | Mejora la estabilidad del tronco y la postura | Reduce riesgo de dolor lumbar mediante fortalecimiento del core | Desarrolla fuerza en hombros y brazos de forma controlada;No realizar si hay lesión activa en el hombro o muñeca | Evitar si hay dolor lumbar agudo o hernia discal no controlada | No aguantar la respiración durante el ejercicio | Detener si aparece dolor en hombro, muñeca o zona lumbar;ia;f;
155;Plancha a Perro Boca Abajo;Plank_to_Down_Dog.mov;avanzado;fuerza | movilidad | estabilidad | estiramiento;suelo;core | brazos | hombros | espalda | piernas;;t;esterilla;espalda | hombros | munecas | cuello;fuerza | flexibilidad | movilidad | postura;Transición dinámica desde posición de plancha hasta perro boca abajo, combinando fuerza y estiramiento de todo el cuerpo.;Este ejercicio avanzado consiste en iniciar en posición de plancha alta con las manos bajo los hombros y el cuerpo en línea recta, para luego elevar las caderas hacia el techo formando una V invertida (perro boca abajo), manteniendo brazos y piernas extendidos. Es un movimiento fluido que combina trabajo de fuerza en el core y brazos con estiramiento de la cadena posterior.;Comenzar en plancha alta con manos bajo hombros, cuerpo recto y core activado | Elevar las caderas hacia el techo mientras empujas con las manos, formando una V invertida | Mantener brazos y piernas lo más rectos posible, talones buscando el suelo | Regresar controladamente a la posición de plancha | Mantener la respiración constante durante todo el movimiento;Fortalece core, brazos, hombros y espalda de forma integral | Estira isquiotibiales, pantorrillas y espalda baja | Mejora la movilidad de hombros y caderas | Aumenta la estabilidad y coordinación corporal;NO recomendado para personas mayores o movilidad limitada sin supervisión profesional | Evitar completamente si hay problemas de muñecas, hombros o espalda | Requiere fuerza significativa en brazos y core | Alto riesgo de lesión si no se tiene la condición física adecuada | Puede causar mareos por inversión de la cabeza;ia;f;
25;Plancha con Despegue;Blastoff_Plank.mov;avanzado;fuerza | estabilidad | cardio;cuadrupedia;core | brazos | hombros | pecho | espalda;;t;esterilla;espalda | hombros | munecas | cuello;fuerza | estabilidad | postura;Ejercicio avanzado de plancha con impulso dinámico que combina fuerza del core con movimiento explosivo de piernas.;El Blastoff Plank es una variación avanzada de la plancha tradicional donde desde la posición de plancha alta se realiza un impulso llevando las rodillas hacia el pecho y volviendo a la posición inicial de forma controlada. Este ejercicio dinámico combina la estabilidad del core con un componente cardiovascular, requiriendo fuerza significativa en brazos, hombros y abdomen para mantener la alineación corporal durante el movimiento explosivo.;Iniciar en posición de plancha alta con manos bajo los hombros y cuerpo alineado | Impulsar ambas piernas hacia adelante llevando las rodillas hacia el pecho | Regresar con control a la posición inicial de plancha manteniendo el core activado | Mantener la espalda neutral sin arquear ni redondear durante todo el movimiento;Fortalecimiento intenso del core y músculos estabilizadores | Mejora de la fuerza en brazos, hombros y pecho | Incremento de la resistencia cardiovascular | Desarrollo de coordinación y control corporal;No recomendado para personas mayores o con movilidad limitada | Alto impacto en muñecas y hombros | Requiere fuerza previa del core para evitar lesiones lumbares | Contraindicado en problemas de espalda, hombros o muñecas;ia;f;
154;Plancha con Toque de Hombro;Plank_and_Shoulder_Tap.mov;avanzado;fuerza | estabilidad | equilibrio;cuadrupedia;core | brazos | hombros | pecho | espalda;;t;esterilla;espalda | hombros | munecas | cuello;fuerza | estabilidad | equilibrio | postura;Ejercicio avanzado de plancha donde se mantiene la posición mientras se tocan alternativamente los hombros opuestos con las manos.;La plancha con toque de hombro es un ejercicio exigente que combina la plancha tradicional con un componente de estabilidad adicional. Desde la posición de plancha alta (brazos extendidos), se levanta alternativamente una mano para tocar el hombro opuesto, manteniendo el core activado y minimizando el balanceo de las caderas. Requiere fuerza considerable en el core, brazos y hombros, además de control corporal avanzado.;Inicia en posición de plancha alta con manos bajo los hombros y cuerpo alineado | Mantén el core activado y las caderas estables sin rotar | Levanta una mano y toca el hombro opuesto de forma controlada | Alterna los lados manteniendo la estabilidad del tronco | Evita balancear las caderas de lado a lado;Fortalece intensamente el core y la musculatura estabilizadora | Mejora la fuerza de brazos, hombros y pecho | Desarrolla el equilibrio y la coordinación corporal | Fortalece la musculatura antirotacional del tronco;NO recomendado para personas mayores o con movilidad limitada | Evitar completamente si hay problemas de espalda, hombros o muñecas | Requiere supervisión profesional y progresión gradual | Puede causar tensión excesiva en articulaciones si no se ejecuta correctamente;ia;f;
97;Plancha lateral baja con rodillas (lado derecho);Knee_Low_Side_Plank_Right.mov;intermedio;fuerza | estabilidad;suelo;core | hombros | brazos | oblicuos;;t;esterilla;hombros | munecas | cadera | rodillas;fuerza | estabilidad | postura;Plancha lateral modificada apoyando rodillas en el suelo, trabajando el lado derecho del cuerpo para fortalecer el core lateral.;Ejercicio de estabilidad del core en posición lateral sobre esterilla. Se realiza apoyando el antebrazo derecho y ambas rodillas en el suelo, manteniendo el cuerpo alineado desde las rodillas hasta la cabeza. Esta versión modificada con apoyo de rodillas reduce la intensidad respecto a la plancha lateral completa, haciéndola más accesible mientras sigue siendo efectiva para fortalecer los músculos oblicuos y estabilizadores laterales del tronco.;Túmbate de lado derecho sobre la esterilla, apoya el antebrazo derecho perpendicular al cuerpo | Flexiona ambas rodillas y apóyalas en el suelo para mayor estabilidad | Eleva la cadera del suelo manteniendo una línea recta desde rodillas hasta cabeza | Mantén el core activado y evita que la cadera caiga o se eleve excesivamente | Sostén la posición durante 10-20 segundos, descansa y repite;Fortalece los músculos oblicuos y laterales del core | Mejora la estabilidad del tronco y la postura | Fortalece hombros y brazos | Ayuda a prevenir dolores lumbares mejorando el soporte lateral;No realizar si hay dolor en hombro derecho o muñeca | Evitar si hay problemas severos de cadera o rodilla | No hundir el hombro, mantenerlo alejado de la oreja | Detener si aparece dolor en la zona lumbar;ia;f;
94;Plancha lateral baja con rodillas apoyadas (izquierda);Knee_Low_Side_Plank_Left.mov;intermedio;fuerza | estabilidad | equilibrio;suelo;core | hombros | brazos | gluteos;;t;esterilla;hombros | munecas | rodillas | cadera;fuerza | estabilidad | postura | equilibrio;Plancha lateral modificada apoyando rodillas y antebrazo izquierdo, activando el core y la estabilidad lateral del cuerpo.;Ejercicio de estabilidad del core en posición lateral sobre el suelo. Se apoya el antebrazo izquierdo y ambas rodillas flexionadas, elevando la cadera para formar una línea desde las rodillas hasta los hombros. Esta versión modificada reduce la intensidad de la plancha lateral tradicional, haciéndola más accesible mientras mantiene el trabajo de estabilización del core, oblicuos y hombro.;Acostarse sobre el lado izquierdo con las rodillas flexionadas | Apoyar el antebrazo izquierdo perpendicular al cuerpo, codo bajo el hombro | Elevar la cadera del suelo manteniendo rodillas apoyadas | Mantener el cuerpo alineado desde rodillas hasta cabeza | Mantener la posición 10-20 segundos respirando normalmente;Fortalece los músculos oblicuos y core lateral | Mejora la estabilidad del tronco y postura | Fortalece el hombro y mejora la estabilidad escapular | Previene dolores lumbares por desequilibrios musculares;No realizar si hay dolor agudo en hombro o muñeca | Evitar si hay problemas severos de rodilla o cadera | No hundir el hombro, mantener escápula estable | Detener si aparece dolor lumbar o en el cuello;ia;f;
169;Plancha lateral derecha con flexión;Push-up_Side_Plank_Right.mov;avanzado;fuerza | estabilidad | equilibrio;suelo;core | brazos | hombros | pecho;;t;esterilla;hombros | munecas | espalda | cuello;fuerza | estabilidad | equilibrio;Ejercicio avanzado que combina flexión de brazos con plancha lateral derecha, trabajando intensamente el core y la parte superior del cuerpo.;Este es un ejercicio de alta dificultad que combina una flexión de brazos (push-up) seguida de una rotación del cuerpo hacia una plancha lateral sobre el lado derecho. Requiere fuerza significativa en brazos, hombros y core, además de excelente estabilidad y control corporal. La transición entre ambas posiciones desafía el equilibrio y la coordinación.;Comenzar en posición de plancha alta con manos debajo de los hombros | Realizar una flexión de brazos controlada, bajando el pecho hacia el suelo | Al subir, rotar el cuerpo hacia la derecha levantando el brazo derecho hacia el techo | Mantener el cuerpo alineado en plancha lateral derecha, apoyado sobre brazo izquierdo | Volver a posición inicial de forma controlada y repetir;Fortalece intensamente toda la musculatura del core y oblicuos | Desarrolla fuerza en brazos, hombros y pecho | Mejora el equilibrio dinámico y la coordinación | Aumenta la estabilidad del tronco;No recomendado para personas mayores o con movilidad limitada | Evitar completamente si hay problemas de hombros, muñecas o espalda | Requiere supervisión profesional | Alto riesgo de lesión sin la técnica adecuada y fuerza previa;ia;f;
50;Plancha sobre codos con elevación de piernas;Elbow_Plank_Legraises.mov;avanzado;fuerza | estabilidad;suelo;core | brazos | hombros | gluteos | piernas | espalda;;t;esterilla;espalda | hombros | munecas | cuello | cadera;fuerza | estabilidad | postura;Ejercicio avanzado de plancha sobre antebrazos con elevaciones alternadas de piernas que desafía el core y la estabilidad corporal total.;La plancha sobre codos con elevación de piernas es un ejercicio de alta intensidad que combina la posición isométrica de plancha con movimiento dinámico de las piernas. Se realiza apoyando los antebrazos y puntas de los pies en el suelo, manteniendo el cuerpo recto como una tabla, mientras se elevan alternadamente las piernas controladamente. Requiere fuerza significativa en abdomen, brazos y hombros, además de excelente control postural.;Colocarse en posición de plancha con antebrazos apoyados, codos bajo los hombros y cuerpo completamente recto | Mantener el core contraído y evitar arquear o hundir la zona lumbar | Elevar una pierna lentamente manteniendo la estabilidad del tronco, sin rotar las caderas | Bajar la pierna con control y alternar con la otra pierna | Mantener respiración constante y cuello en posición neutra;Fortalecimiento profundo de toda la musculatura del core y estabilizadores | Mejora significativa de la fuerza en hombros, brazos y espalda | Desarrollo de control corporal, estabilidad y propiocepción | Fortalecimiento de glúteos y zona lumbar con protección activa;NO recomendado para personas mayores o con movilidad limitada | Contraindicado en problemas lumbares, hernias discales o dolor de espalda | Evitar completamente si hay lesiones en hombros, muñecas o codos | Puede agravar problemas cervicales si no se mantiene alineación correcta | Requiere supervisión profesional y progresión gradual desde ejercicios más básicos;ia;f;
31;Postura del Niño;Child's_Pose.mov;iniciacion;estiramiento | movilidad;suelo;espalda | hombros | cadera;;t;esterilla;rodillas | cadera | espalda;flexibilidad | movilidad | postura;Postura de yoga de descanso que estira suavemente la espalda, hombros y caderas mientras se descansa arrodillado con el torso hacia adelante.;La Postura del Niño es un ejercicio de estiramiento suave derivado del yoga que consiste en arrodillarse en el suelo, sentarse sobre los talones y extender los brazos hacia adelante mientras se baja el torso, apoyando la frente en el suelo. Es una postura de descanso que proporciona un estiramiento profundo de la columna vertebral, hombros y caderas, promoviendo la relajación y liberación de tensión.;Arrodíllate en la esterilla con las rodillas separadas al ancho de las caderas | Siéntate sobre los talones y exhala mientras inclinas el torso hacia adelante | Extiende los brazos hacia adelante o déjalos relajados a los lados del cuerpo | Apoya la frente en el suelo o en un cojín si no llegas cómodamente | Respira profundamente y mantén la postura durante 30 segundos a 2 minutos;Estira suavemente la columna vertebral, caderas, muslos y tobillos | Alivia el estrés y la tensión en espalda y hombros | Promueve la relajación y calma la mente | Mejora la flexibilidad de la columna y articulaciones;Evitar si hay lesiones graves de rodilla o problemas de articulación en las mismas | No recomendado con artrosis severa de cadera o prótesis recientes | Personas con problemas lumbares severos deben consultar antes | Usar cojines bajo las rodillas o glúteos si hay molestias | No forzar la flexión si hay rigidez significativa;ia;f;
38;Puente de Cangrejo;Crab_Bridge.mov;avanzado;fuerza | estabilidad | movilidad;suelo;brazos | hombros | core | gluteos | piernas | espalda;;t;esterilla;munecas | hombros | espalda | cuello | cadera;fuerza | estabilidad | movilidad | postura;Ejercicio de puente invertido con soporte en manos y pies, elevando las caderas hacia el techo mientras el cuerpo mira hacia arriba.;El puente de cangrejo es un ejercicio avanzado de fuerza corporal total donde la persona se sienta en el suelo, coloca las manos detrás del cuerpo con los dedos apuntando hacia los pies, y eleva las caderas formando una mesa invertida. Requiere considerable fuerza en brazos, hombros y core, además de buena movilidad en muñecas y hombros. Es excelente para fortalecer la cadena posterior y mejorar la estabilidad del tronco.;Sentarse en el suelo con rodillas flexionadas y pies apoyados | Colocar las manos detrás del cuerpo con dedos hacia los pies, separadas al ancho de hombros | Presionar con manos y pies para elevar las caderas hasta formar una línea recta | Mantener el core activado y mirada hacia arriba o al frente | Sostener la posición y descender con control;Fortalece tríceps, hombros y músculos de la espalda superior | Activa glúteos, isquiotibiales y core | Mejora la movilidad de hombros y muñecas | Desarrolla estabilidad y fuerza funcional del tronco;NO recomendado para personas mayores o con movilidad limitada | Evitar completamente con problemas de muñecas, hombros o espalda | Requiere supervisión profesional si se intenta | Puede causar excesiva tensión en articulaciones si no hay fuerza base adecuada;ia;f;
197;Puente de Cangrejo a Una Pierna (Derecha);Single_Leg_Crab_Bridge_Right.mov;avanzado;fuerza | equilibrio | estabilidad;suelo;gluteos | core | brazos | hombros | piernas | espalda;;t;esterilla;munecas | hombros | espalda | cuello | cadera;fuerza | equilibrio | estabilidad | confianza;Posición de puente invertido apoyado en manos y pies, elevando una pierna (derecha) mientras se mantiene la cadera elevada.;El puente de cangrejo a una pierna es un ejercicio avanzado que combina fuerza y equilibrio. Desde una posición sentada en el suelo, se colocan las manos detrás del cuerpo con dedos apuntando hacia los pies, se eleva la cadera formando una mesa invertida, y posteriormente se extiende la pierna derecha hacia arriba manteniendo la estabilidad del core y los hombros.;Siéntate en la esterilla, coloca las manos detrás con dedos hacia los pies, separadas al ancho de hombros | Apoya ambos pies en el suelo, flexiona rodillas y eleva la cadera hasta formar una línea recta (posición de mesa invertida) | Mantén el core activado y extiende la pierna derecha hacia arriba, manteniendo la cadera elevada y estable | Mantén la posición 10-20 segundos respirando de forma controlada, luego baja con control;Fortalece glúteos, isquiotibiales y músculos de la cadena posterior | Mejora la fuerza de hombros, brazos y muñecas | Desarrolla el equilibrio y la estabilidad del core | Aumenta la movilidad de cadera y hombros;NO recomendado para personas mayores o con movilidad limitada sin supervisión profesional | Evitar completamente si hay problemas de muñecas, hombros o espalda baja | Requiere mucha fuerza en extremidades superiores - alto riesgo de caída | No apto para personas con osteoporosis o problemas cervicales;ia;f;
196;Puente de Cangrejo a Una Pierna (Izquierda);Single_Leg_Crab_Bridge_Left.mov;avanzado;fuerza | estabilidad | equilibrio;suelo;gluteos | core | brazos | hombros | piernas | espalda;;t;esterilla;munecas | hombros | espalda | cadera | rodillas;fuerza | equilibrio | estabilidad | confianza;Posición invertida de puente apoyando manos y pies, elevando una pierna (izquierda) mientras se mantiene la cadera elevada.;El puente de cangrejo a una pierna es un ejercicio avanzado que combina fuerza de tren superior e inferior con estabilidad del core. Desde posición sentada, se colocan las manos detrás con dedos hacia el cuerpo, se eleva la cadera formando una mesa invertida, y se extiende la pierna izquierda manteniendo el equilibrio sobre tres puntos de apoyo. Requiere considerable fuerza en hombros, brazos, glúteos y core.;Siéntate en la esterilla, coloca las manos detrás con dedos apuntando hacia los pies, rodillas flexionadas | Eleva la cadera hasta formar una línea recta desde hombros hasta rodillas (posición de mesa invertida) | Extiende la pierna izquierda hacia adelante manteniendo la cadera elevada y estable | Mantén el core activado y los hombros alejados de las orejas | Sostén la posición controlando la respiración, luego baja con control;Fortalece intensamente glúteos, isquiotibiales y core | Desarrolla fuerza en hombros, tríceps y estabilizadores escapulares | Mejora el equilibrio y la coordinación corporal | Aumenta la estabilidad del tronco y la confianza en movimientos complejos;No realizar si hay problemas en muñecas, hombros o zona lumbar | Evitar si existe artrosis de cadera o rodilla | Contraindicado para personas con prótesis de cadera | Requiere supervisión y progresión previa con variantes más simples | No forzar la extensión del cuello hacia atrás;ia;f;
194;Puente de Glúteo con Pierna Izquierda Elevada;Single_Leg_Bridge_Left.mov;avanzado;fuerza | equilibrio | estabilidad;tumbado;gluteos | piernas | core | espalda;;f;esterilla;espalda | cadera | rodillas | cuello;fuerza | equilibrio | estabilidad | movilidad;Ejercicio de puente de glúteo apoyando solo una pierna (la derecha), mientras la pierna izquierda permanece elevada, aumentando la intensidad del trabajo unilateral.;El puente de glúteo con una sola pierna es un ejercicio avanzado que se realiza tumbado boca arriba con las rodillas flexionadas. Manteniendo el pie derecho apoyado en el suelo, se eleva la pierna izquierda y se realiza el movimiento de puente levantando la cadera hacia el techo. Este ejercicio trabaja intensamente los glúteos, isquiotibiales y la musculatura estabilizadora del core de forma unilateral, requiriendo mayor fuerza y control que el puente tradicional con ambas piernas.;Túmbate boca arriba con rodillas flexionadas, pie derecho apoyado en el suelo y brazos a los lados | Extiende la pierna izquierda hacia arriba o mantenla paralela al suelo | Contrae el abdomen y eleva la cadera hasta formar una línea recta desde hombros hasta rodilla derecha | Mantén la posición 2-3 segundos contrayendo los glúteos | Desciende controladamente sin apoyar completamente la cadera entre repeticiones;Fortalece intensamente glúteos e isquiotibiales de forma unilateral | Mejora el equilibrio y la estabilidad del core | Corrige descompensaciones musculares entre ambos lados del cuerpo | Fortalece la zona lumbar y mejora la estabilidad pélvica;No realizar si hay dolor lumbar agudo o hernias discales | Evitar en caso de problemas de cadera o prótesis recientes | No arquear excesivamente la espalda, mantener el core activado | Contraindicado si hay problemas cervicales, mantener cuello en posición neutral | Requiere fuerza base previa, comenzar con puente bilateral si no se tiene experiencia;ia;f;
195;Puente de glúteo con una pierna (derecha);Single_Leg_Bridge_Right.mov;avanzado;fuerza | estabilidad | equilibrio;tumbado;gluteos | piernas | core | espalda;;f;esterilla;espalda | cadera | rodillas;fuerza | estabilidad | equilibrio | postura;Ejercicio tumbado boca arriba que consiste en elevar la cadera manteniendo solo la pierna derecha apoyada en el suelo.;El puente de glúteo a una pierna es un ejercicio avanzado de fortalecimiento que se realiza tumbado boca arriba con las rodillas flexionadas. Consiste en mantener un pie (el derecho) apoyado en el suelo mientras se extiende la pierna izquierda, y desde esta posición elevar la cadera creando una línea recta desde los hombros hasta las rodillas. Este ejercicio requiere fuerza considerable en glúteos, isquiotibiales y core, además de estabilidad pélvica.;Túmbate boca arriba con rodillas flexionadas y pie derecho apoyado en el suelo | Extiende la pierna izquierda manteniéndola alineada con el muslo derecho | Aprieta el glúteo y eleva la cadera hasta formar una línea recta desde hombros a rodillas | Mantén el core activado y la pelvis estable sin inclinar hacia los lados | Desciende controladamente y repite sin apoyar completamente entre repeticiones;Fortalece intensamente glúteos e isquiotibiales de forma unilateral | Mejora la estabilidad del core y la pelvis | Corrige desequilibrios musculares entre ambas piernas | Fortalece la zona lumbar y mejora la postura;No realizar si hay problemas graves de espalda baja o cadera | Evitar si hay dolor en rodillas al flexionarlas | Mantener la pelvis nivelada, sin inclinar hacia un lado | No forzar la extensión de cadera si causa molestias lumbares;ia;f;
26;Puente de glúteos;Bridge.mov;intermedio;fuerza | estabilidad;tumbado;gluteos | core | piernas | espalda;;t;esterilla;espalda | cuello | cadera;fuerza | postura | estabilidad;Ejercicio tumbado boca arriba que consiste en elevar la cadera del suelo creando una línea recta desde rodillas hasta hombros.;El puente de glúteos es un ejercicio fundamental de fortalecimiento que se realiza tumbado boca arriba con rodillas flexionadas y pies apoyados en el suelo. Consiste en elevar la pelvis y cadera hacia el techo, activando glúteos, isquiotibiales y músculos del core, manteniendo la posición brevemente antes de descender con control.;Túmbate boca arriba con rodillas dobladas y pies apoyados al ancho de caderas | Mantén los brazos relajados a los lados del cuerpo | Presiona los talones contra el suelo y eleva la cadera hacia arriba | Forma una línea recta desde rodillas hasta hombros sin arquear excesivamente la espalda | Mantén 2-3 segundos arriba y baja con control;Fortalece glúteos e isquiotibiales | Mejora la estabilidad del core y zona lumbar | Ayuda a mejorar la postura | Reduce el riesgo de dolor lumbar por debilidad muscular;No arquear excesivamente la zona lumbar | Evitar si hay hernia discal o dolor agudo de espalda | Contraindicado con artrosis severa de cadera | Mantener el cuello neutro sin presionar contra el suelo;ia;f;
