id,nombre_archivo,nombre_espanol,nivel,areas_cuerpo,tipo_ejercicio,posicion,requiere_equipo,equipo_necesario,evitar_si_limitacion,objetivos,descripcion_corta,clasificado_por,verificado_manualmente,created_at
165,Pulsing_Squats.mov,Sentadillas con Pulsos,intermedio,"piernas, gluteos, core","fuerza, estabilidad",de_pie,f,,"rodillas, cadera, espalda","fuerza, equilibrio, confianza",Sentadillas con pequeños rebotes manteniendo la posición baja para incrementar la intensidad muscular en piernas y glúteos.,ia,f,2026-01-05 21:51:32.070598
166,Punches.mov,Golpes de Boxeo,intermedio,"brazos, hombros, core, pecho","cardio, fuerza, movilidad",de_pie,f,,"hombros, espalda, cuello","fuerza, movilidad, confianza, postura",Movimientos de puñetazos alternados hacia adelante que mejoran la fuerza del tren superior y la coordinación cardiovascular.,ia,f,2026-01-05 21:51:47.34277
167,Push-up_Shoulder_Tap.mov,Flexión con Toque de Hombro,avanzado,"brazos, hombros, pecho, core, espalda","fuerza, estabilidad, equilibrio",cuadrupedia,f,esterilla,"hombros, munecas, espalda, cuello","fuerza, estabilidad, equilibrio, confianza","Flexión de brazos en posición de plancha con toques alternados al hombro opuesto, manteniendo estabilidad del core.",ia,f,2026-01-05 21:52:03.33536
168,Push-up_Side_Plank_Left.mov,Plancha Lateral Izquierda con Flexión,avanzado,"core, brazos, hombros, pecho","fuerza, estabilidad, equilibrio",suelo,t,esterilla,"hombros, munecas, espalda, cuello","fuerza, estabilidad, equilibrio","Combinación avanzada de flexión de brazos seguida de una plancha lateral sobre el lado izquierdo, manteniendo el cuerpo alineado.",ia,f,2026-01-05 21:52:18.799015
169,Push-up_Side_Plank_Right.mov,Plancha lateral derecha con flexión,avanzado,"core, brazos, hombros, pecho","fuerza, estabilidad, equilibrio",suelo,t,esterilla,"hombros, munecas, espalda, cuello","fuerza, estabilidad, equilibrio","Ejercicio avanzado que combina flexión de brazos con plancha lateral derecha, trabajando intensamente el core y la parte superior del cuerpo.",ia,f,2026-01-05 21:52:34.752978
170,Push-ups.mov,Flexiones de pecho,avanzado,"pecho, brazos, hombros, core","fuerza, estabilidad",suelo,f,esterilla,"hombros, munecas, espalda, cuello","fuerza, estabilidad, postura","Ejercicio de fuerza del tren superior que trabaja pecho, brazos y hombros mediante el descenso y elevación del cuerpo con apoyo en manos y pies.",ia,f,2026-01-05 21:52:50.833746
171,Quick_Feet.mov,Pies Rápidos,intermedio,"piernas, core","cardio, equilibrio, estabilidad",de_pie,f,,"rodillas, cadera, espalda","equilibrio, confianza, movilidad",Ejercicio cardiovascular de movimiento rápido alternado de pies en el sitio para mejorar agilidad y coordinación.,ia,f,2026-01-05 21:53:03.516182
172,Reverse_Crunches.mov,Abdominales Invertidos,avanzado,"core, cadera","fuerza, estabilidad",tumbado,t,esterilla,"espalda, cuello, cadera","fuerza, estabilidad","Ejercicio abdominal tumbado que consiste en elevar las caderas y rodillas hacia el pecho, trabajando intensamente el abdomen inferior.",ia,f,2026-01-05 21:53:17.966079
173,Reverse_Plank.mov,Plancha Invertida,avanzado,"core, brazos, espalda, hombros, gluteos","fuerza, estabilidad",suelo,t,esterilla,"espalda, hombros, munecas, cuello","fuerza, postura, estabilidad","Ejercicio de fuerza en el que el cuerpo se sostiene mirando hacia arriba con apoyo en manos y talones, formando una línea recta.",ia,f,2026-01-05 21:53:32.082395
174,Rockstars.mov,Rockstars (Estrellas de Rock),intermedio,"core, brazos, hombros, piernas","movilidad, equilibrio, cardio, fuerza",de_pie,f,,"hombros, espalda, cuello, rodillas","movilidad, equilibrio, confianza, fuerza","Ejercicio dinámico que combina movimientos de brazos amplios tipo estrella con apertura de piernas, imitando poses energéticas de estrella de rock.",ia,f,2026-01-05 21:53:46.789058
175,Russian_Twist_Easy.mov,Giro Ruso Fácil,intermedio,"core, espalda","fuerza, estabilidad, movilidad",sentado,f,silla,"espalda, cuello, cadera","fuerza, estabilidad, movilidad, postura",Ejercicio de rotación del torso sentado que fortalece los músculos abdominales oblicuos y mejora la movilidad de la columna.,ia,f,2026-01-05 21:54:01.40844
176,Russian_Twists_Hard.mov,Giros Rusos Difíciles,avanzado,"core, espalda","fuerza, estabilidad",suelo,f,esterilla,"espalda, cuello, cadera","fuerza, estabilidad","Ejercicio avanzado de rotación del torso en posición V sentada, trabajando intensamente los músculos abdominales oblicuos y el core.",ia,f,2026-01-05 21:54:16.637289
177,Scissor_Abs.mov,Tijeras Abdominales,avanzado,"core, piernas","fuerza, estabilidad",tumbado,t,esterilla,"espalda, cuello, cadera","fuerza, estabilidad",Ejercicio abdominal intenso tumbado boca arriba con movimiento alternado de piernas en el aire simulando tijeras.,ia,f,2026-01-05 21:54:30.477311
178,Scissor_Kicks.mov,Tijeras,avanzado,"core, piernas, gluteos","fuerza, estabilidad, cardio",tumbado,t,esterilla,"espalda, cadera, cuello","fuerza, flexibilidad",Ejercicio abdominal intenso donde se alternan movimientos de piernas en tijera mientras se está tumbado boca arriba.,ia,f,2026-01-05 21:54:44.297061
179,Shoulder_Cross_Stretch_Left.mov,Estiramiento Cruzado de Hombro Izquierdo,iniciacion,"hombros, espalda","estiramiento, movilidad",de_pie,f,,hombros,"movilidad, flexibilidad, postura",Estiramiento del hombro izquierdo llevando el brazo cruzado sobre el pecho con ayuda del brazo contrario.,ia,f,2026-01-05 21:54:57.500465
180,Shoulder_Cross_Stretch_Right.mov,Estiramiento Cruzado de Hombro Derecho,iniciacion,"hombros, espalda","estiramiento, movilidad",de_pie,f,,hombros,"movilidad, flexibilidad, postura",Estiramiento suave del hombro derecho llevando el brazo cruzado sobre el pecho con ayuda del brazo contrario.,ia,f,2026-01-05 21:55:10.620777
181,Side_Kicks.mov,Patadas Laterales,intermedio,"piernas, gluteos, core, cadera","fuerza, equilibrio, movilidad",de_pie,f,silla,"cadera, rodillas","fuerza, equilibrio, movilidad",Ejercicio de pie que consiste en elevar la pierna hacia un lado de forma controlada para fortalecer abductores y mejorar el equilibrio.,ia,f,2026-01-05 21:55:25.784073
182,Side_Lunge_Touchdown.mov,Zancada Lateral con Toque al Suelo,avanzado,"piernas, gluteos, core, cadera","fuerza, equilibrio, movilidad, estabilidad",de_pie,f,,"rodillas, cadera, espalda","fuerza, equilibrio, movilidad, flexibilidad","Zancada lateral amplia llevando la mano hacia el suelo del lado de la pierna flexionada, trabajando fuerza, equilibrio y movilidad de cadera.",ia,f,2026-01-05 21:55:42.760092
183,Side_Lunges_Left.mov,Zancadas laterales izquierda,intermedio,"piernas, gluteos, core, cadera","fuerza, equilibrio, movilidad",de_pie,f,,"rodillas, cadera","fuerza, equilibrio, movilidad, confianza","Zancada lateral hacia el lado izquierdo para fortalecer piernas, glúteos y mejorar el equilibrio lateral.",ia,f,2026-01-05 21:56:02.337093
184,Side_Lunges_Right.mov,Zancadas laterales derecha,intermedio,"piernas, gluteos, core, cadera","fuerza, equilibrio, movilidad",de_pie,f,,"rodillas, cadera","fuerza, equilibrio, movilidad, estabilidad",Zancada lateral hacia el lado derecho que fortalece piernas y glúteos mientras mejora el equilibrio y la movilidad lateral.,ia,f,2026-01-05 21:56:18.156203
185,Side_Plank_Hip_Lifts_Left.mov,Elevaciones de cadera en plancha lateral izquierda,avanzado,"core, oblicuos, hombros, cadera, gluteos","fuerza, estabilidad, equilibrio",suelo,t,esterilla,"hombros, munecas, espalda, cuello, cadera","fuerza, estabilidad, equilibrio, postura","Ejercicio avanzado de core en posición de plancha lateral sobre el lado izquierdo, elevando y bajando la cadera de forma controlada.",ia,f,2026-01-05 21:56:33.246011
186,Side_Plank_Hip_Lifts_Right.mov,Elevaciones de Cadera en Plancha Lateral Derecha,avanzado,"core, gluteos, hombros, brazos","fuerza, estabilidad, equilibrio",suelo,t,esterilla,"hombros, munecas, espalda, cuello","fuerza, estabilidad, equilibrio, postura",Ejercicio avanzado de plancha lateral en el que se elevan y descienden las caderas manteniendo el cuerpo alineado sobre el lado derecho.,ia,f,2026-01-05 21:56:51.708655
187,Side_Plank_and_Oblique_Crunch_Left.mov,Plancha Lateral con Crunch Oblicuo Izquierdo,avanzado,"core, hombros, brazos, espalda","fuerza, estabilidad, equilibrio",suelo,t,esterilla,"espalda, hombros, munecas, cuello","fuerza, estabilidad, postura","Ejercicio avanzado de plancha lateral combinado con contracción de oblicuos del lado izquierdo, trabajando core y estabilidad.",ia,f,2026-01-05 21:57:05.917259
188,Side_Plank_and_Oblique_Crunch_Right.mov,Plancha Lateral con Crunch Oblicuo Derecho,avanzado,"core, hombros, brazos, oblicuos","fuerza, estabilidad",suelo,t,esterilla,"espalda, hombros, munecas, cuello","fuerza, estabilidad, postura","Ejercicio avanzado que combina plancha lateral con contracción de oblicuos del lado derecho, requiriendo fuerza significativa de core y hombro.",ia,f,2026-01-05 21:57:22.498289
189,Side_Star_Plank_Left.mov,Plancha Lateral Estrella Izquierda,avanzado,"core, brazos, hombros, gluteos, piernas","fuerza, equilibrio, estabilidad",suelo,t,esterilla,"hombros, munecas, espalda, cuello, cadera","fuerza, equilibrio, estabilidad, confianza",Plancha lateral avanzada apoyado sobre brazo izquierdo con pierna y brazo derecho elevados formando una estrella.,ia,f,2026-01-05 21:57:37.703142
190,Side_Star_Plank_Right.mov,Plancha Lateral Estrella Derecha,avanzado,"core, brazos, hombros, gluteos, piernas","fuerza, equilibrio, estabilidad",suelo,t,esterilla,"hombros, munecas, espalda, cadera, cuello","fuerza, equilibrio, estabilidad, confianza","Plancha lateral apoyada sobre brazo derecho con pierna y brazo superior elevados en forma de estrella, ejercicio avanzado de estabilidad del core.",ia,f,2026-01-05 21:57:53.917643
191,Side_to_Cursty_Lunge_Left.mov,Zancada lateral a reverencia izquierda,avanzado,"piernas, gluteos, core, cadera","fuerza, equilibrio, movilidad, estabilidad",de_pie,f,,"rodillas, cadera, espalda","fuerza, equilibrio, movilidad, confianza",Movimiento combinado que inicia con una zancada lateral hacia la izquierda y transiciona a una zancada en reverencia cruzando la pierna detrás.,ia,f,2026-01-05 21:58:10.011761
192,Side_to_Cursty_Lunge_Right.mov,Estocada lateral a reverencia derecha,avanzado,"piernas, gluteos, core, cadera","fuerza, equilibrio, movilidad, estabilidad",de_pie,f,,"rodillas, cadera, espalda","fuerza, equilibrio, movilidad, confianza","Ejercicio combinado que alterna entre una estocada lateral y una estocada en reverencia con la pierna derecha, trabajando fuerza y equilibrio en múltiples planos.",ia,f,2026-01-05 21:58:26.298024
193,Side_to_side_Push-ups.mov,Flexiones de lado a lado,avanzado,"brazos, pecho, hombros, core","fuerza, estabilidad",suelo,f,esterilla,"hombros, munecas, espalda, cuello","fuerza, estabilidad","Flexiones avanzadas donde se desplaza el peso del cuerpo lateralmente entre cada repetición, aumentando la intensidad en brazos y pecho.",ia,f,2026-01-05 21:58:41.693079
194,Single_Leg_Bridge_Left.mov,Puente de Glúteo con Pierna Izquierda Elevada,avanzado,"gluteos, piernas, core, espalda","fuerza, equilibrio, estabilidad",tumbado,f,esterilla,"espalda, cadera, rodillas, cuello","fuerza, equilibrio, estabilidad, movilidad","Ejercicio de puente de glúteo apoyando solo una pierna (la derecha), mientras la pierna izquierda permanece elevada, aumentando la intensidad del trabajo unilateral.",ia,f,2026-01-05 21:58:58.862661
195,Single_Leg_Bridge_Right.mov,Puente de glúteo con una pierna (derecha),avanzado,"gluteos, piernas, core, espalda","fuerza, estabilidad, equilibrio",tumbado,f,esterilla,"espalda, cadera, rodillas","fuerza, estabilidad, equilibrio, postura",Ejercicio tumbado boca arriba que consiste en elevar la cadera manteniendo solo la pierna derecha apoyada en el suelo.,ia,f,2026-01-05 21:59:13.339477
196,Single_Leg_Crab_Bridge_Left.mov,Puente de Cangrejo a Una Pierna (Izquierda),avanzado,"gluteos, core, brazos, hombros, piernas, espalda","fuerza, estabilidad, equilibrio",suelo,t,esterilla,"munecas, hombros, espalda, cadera, rodillas","fuerza, equilibrio, estabilidad, confianza","Posición invertida de puente apoyando manos y pies, elevando una pierna (izquierda) mientras se mantiene la cadera elevada.",ia,f,2026-01-05 21:59:29.986676
197,Single_Leg_Crab_Bridge_Right.mov,Puente de Cangrejo a Una Pierna (Derecha),avanzado,"gluteos, core, brazos, hombros, piernas, espalda","fuerza, equilibrio, estabilidad",suelo,t,esterilla,"munecas, hombros, espalda, cuello, cadera","fuerza, equilibrio, estabilidad, confianza","Posición de puente invertido apoyado en manos y pies, elevando una pierna (derecha) mientras se mantiene la cadera elevada.",ia,f,2026-01-05 21:59:46.112692
198,Single_Leg_Deadlift_Left.mov,Peso muerto a una pierna (pierna izquierda),avanzado,"piernas, gluteos, core, espalda","fuerza, equilibrio, estabilidad",de_pie,f,,"espalda, rodillas, cadera","fuerza, equilibrio, estabilidad, confianza",Ejercicio de equilibrio sobre una pierna con inclinación del tronco hacia adelante mientras se extiende la pierna derecha hacia atrás.,ia,f,2026-01-05 22:00:01.221623
199,Single_Leg_Deadlift_Right.mov,Peso muerto a una pierna derecha,avanzado,"piernas, gluteos, core, espalda","equilibrio, fuerza, estabilidad",de_pie,f,,"espalda, rodillas, cadera","equilibrio, fuerza, estabilidad, confianza","Ejercicio unilateral de equilibrio donde se inclina el tronco hacia adelante mientras se extiende la pierna izquierda hacia atrás, apoyándose solo en la pierna derecha.",ia,f,2026-01-05 22:00:16.400209
200,Single_Leg_Push-ups_Left.mov,Flexiones a una pierna (izquierda),avanzado,"brazos, pecho, hombros, core, gluteos, piernas","fuerza, equilibrio, estabilidad",suelo,f,,"espalda, hombros, munecas, cuello","fuerza, equilibrio, estabilidad","Flexión de brazos en posición de plancha elevando la pierna izquierda, combinando fuerza de tren superior con estabilidad del core.",ia,f,2026-01-05 22:00:31.647002
201,Single_Leg_Push-ups_Right.mov,Flexiones a una pierna (pierna derecha),avanzado,"brazos, pecho, hombros, core, espalda, gluteos","fuerza, equilibrio, estabilidad",suelo,f,,"espalda, hombros, munecas, cuello","fuerza, equilibrio, estabilidad","Flexión de brazos avanzada manteniendo una pierna (derecha) elevada del suelo, requiere fuerza superior del cuerpo y estabilidad del core.",ia,f,2026-01-05 22:00:45.978102
202,Single_Leg_Reach_Left.mov,Alcance con Una Pierna Izquierda,intermedio,"piernas, core, gluteos","equilibrio, fuerza, estabilidad",de_pie,f,,"rodillas, cadera, espalda","equilibrio, fuerza, confianza, postura",Ejercicio de equilibrio donde se mantiene el apoyo en una pierna mientras se alcanza hacia adelante o hacia abajo con la pierna izquierda elevada.,ia,f,2026-01-05 22:01:00.307371
203,Single_Leg_Reach_Right.mov,Alcance con una pierna derecha,intermedio,"piernas, core, gluteos, espalda","equilibrio, fuerza, estabilidad, movilidad",de_pie,f,,"rodillas, cadera, espalda","equilibrio, fuerza, confianza, postura",Ejercicio de equilibrio en el que se mantiene el apoyo sobre la pierna izquierda mientras se extiende la pierna derecha hacia atrás y se inclina el tronco hacia adelante.,ia,f,2026-01-05 22:01:16.228413
204,Single_Leg_V-ups.mov,Elevaciones en V con una pierna,avanzado,"core, piernas","fuerza, estabilidad",tumbado,t,esterilla,"espalda, cuello, cadera","fuerza, estabilidad","Ejercicio abdominal intenso donde se eleva el torso y una pierna simultáneamente formando una V, manteniendo la otra pierna extendida.",ia,f,2026-01-05 22:01:30.518775
205,Single_Leg_X_Mountain_Climber_Left.mov,Escalador de Montaña con Pierna Cruzada (Izquierda),avanzado,"core, brazos, hombros, piernas","fuerza, cardio, estabilidad",cuadrupedia,f,esterilla,"munecas, hombros, espalda, rodillas","fuerza, equilibrio, confianza",Ejercicio avanzado en posición de plancha donde se lleva la rodilla izquierda cruzando hacia el codo derecho de forma dinámica.,ia,f,2026-01-05 22:01:46.162806
206,Single_Leg_X_Mountain_Climber_Right.mov,Escalador de Montaña con Pierna Cruzada Derecha,avanzado,"core, brazos, hombros, piernas, gluteos","fuerza, cardio, estabilidad",cuadrupedia,f,esterilla,"munecas, hombros, espalda, rodillas","fuerza, equilibrio, confianza",Ejercicio de alta intensidad en posición de plancha llevando la rodilla derecha cruzada hacia el codo opuesto.,ia,f,2026-01-05 22:02:01.475488
207,Sit-ups.mov,Abdominales,avanzado,"core, cuello",fuerza,tumbado,t,esterilla,"espalda, cuello",fuerza,Ejercicio intenso de fortalecimiento abdominal que implica elevar el tronco desde posición tumbada hasta sentarse completamente.,ia,f,2026-01-05 22:02:14.264083
208,Skier_Abs.mov,Esquiador Abdominal,intermedio,"core, piernas, hombros","fuerza, estabilidad, cardio",de_pie,f,,"espalda, rodillas, hombros","fuerza, equilibrio, postura",Ejercicio dinámico que simula el movimiento de esquí mientras activa el core y trabaja rotación de tronco.,ia,f,2026-01-05 22:02:29.091326
209,Skier_Jumps.mov,Saltos de Esquiador,avanzado,"piernas, core, gluteos","cardio, fuerza, equilibrio, estabilidad",de_pie,f,,"rodillas, cadera, espalda","fuerza, equilibrio, confianza","Ejercicio de saltos laterales que simula el movimiento de un esquiador, alternando el peso de lado a lado con pequeños saltos.",ia,f,2026-01-05 22:02:43.785456
210,Snap_Jump.mov,Salto con Chasquido,avanzado,"piernas, core, gluteos","cardio, fuerza, equilibrio",de_pie,f,,"rodillas, cadera, espalda","fuerza, equilibrio, confianza","Ejercicio de salto explosivo que combina un movimiento rápido de piernas con impulso vertical, diseñado para trabajar potencia y coordinación.",ia,f,2026-01-05 22:02:56.816362
211,Speed_Skaters.mov,Patinadores de Velocidad,intermedio,"piernas, core, gluteos, cadera","cardio, equilibrio, fuerza",de_pie,f,,"rodillas, cadera, equilibrio","equilibrio, fuerza, cardio, confianza","Ejercicio cardiovascular que simula el movimiento de patinaje lateral, saltando de un pie a otro mientras se mantiene el equilibrio.",ia,f,2026-01-05 22:03:12.397365
212,Spiderman.mov,Spiderman,avanzado,"core, brazos, hombros, piernas, pecho, espalda","fuerza, movilidad, estabilidad",cuadrupedia,f,esterilla,"espalda, rodillas, hombros, munecas, cadera","fuerza, movilidad, flexibilidad, estabilidad","Ejercicio dinámico en posición de plancha que alterna llevando una rodilla hacia el codo del mismo lado, imitando el movimiento de escalada de Spiderman.",ia,f,2026-01-05 22:03:27.864774
213,Squat_Jacks.mov,Sentadillas con Saltos Laterales,avanzado,"piernas, gluteos, core","cardio, fuerza, equilibrio",de_pie,f,,"rodillas, cadera, espalda","fuerza, equilibrio, confianza","Ejercicio dinámico que combina sentadillas con saltos laterales alternados, elevando la frecuencia cardíaca.",ia,f,2026-01-05 22:03:42.313733
214,Squat_Side_Kick.mov,Sentadilla con Patada Lateral,avanzado,"piernas, gluteos, core, cadera","fuerza, equilibrio, estabilidad",de_pie,f,,"rodillas, cadera, espalda","fuerza, equilibrio, movilidad, confianza","Combinación de sentadilla profunda seguida de una patada lateral, ejercicio dinámico que trabaja piernas, glúteos y equilibrio.",ia,f,2026-01-05 22:03:56.643551
215,Squat_Stars.mov,Sentadillas con Estrellas,intermedio,"piernas, gluteos, core, brazos, hombros","fuerza, cardio, equilibrio",de_pie,f,,"rodillas, cadera, espalda","fuerza, equilibrio, confianza, movilidad","Sentadilla combinada con apertura de brazos y piernas en forma de estrella al subir, ejercicio dinámico que trabaja todo el cuerpo.",ia,f,2026-01-05 22:04:10.874083
216,Squat_Touch_Down.mov,Sentadilla con Toque al Suelo,avanzado,"piernas, gluteos, core, espalda","fuerza, equilibrio, movilidad, estabilidad",de_pie,f,,"rodillas, espalda, cadera","fuerza, equilibrio, movilidad, flexibilidad","Sentadilla profunda con descenso controlado tocando el suelo con las manos, que requiere fuerza significativa en piernas y buena movilidad.",ia,f,2026-01-05 22:04:27.565454
217,Squat_and_X_Crunch.mov,Sentadilla con Cruce en X,avanzado,"piernas, core, gluteos, hombros","fuerza, cardio, equilibrio, estabilidad",de_pie,f,,"rodillas, espalda, cadera, hombros","fuerza, equilibrio, confianza","Ejercicio combinado que alterna sentadillas con abdominales de pie en movimiento cruzado, ideal para trabajar tren inferior y core simultáneamente.",ia,f,2026-01-05 22:04:42.522713
218,Squat_to_High_Knee.mov,Sentadilla con Elevación de Rodilla,avanzado,"piernas, core, gluteos","fuerza, equilibrio, cardio, estabilidad",de_pie,f,,"rodillas, cadera, espalda","fuerza, equilibrio, confianza, movilidad","Ejercicio dinámico que combina una sentadilla profunda con una elevación explosiva de rodilla, trabajando fuerza de piernas y equilibrio.",ia,f,2026-01-05 22:04:58.290808
219,Squats.mov,Sentadillas,intermedio,"piernas, gluteos, core","fuerza, equilibrio, estabilidad",de_pie,f,,"rodillas, cadera, espalda","fuerza, equilibrio, movilidad, confianza","Flexión controlada de rodillas y cadera bajando el cuerpo como si fueras a sentarte, manteniendo la espalda recta.",ia,f,2026-01-05 22:05:11.124871
220,Squatting_Quick_Feet.mov,Sentadillas con Pies Rápidos,avanzado,"piernas, gluteos, core","fuerza, cardio, equilibrio",de_pie,f,,"rodillas, cadera, espalda","fuerza, equilibrio, confianza","Ejercicio dinámico que combina sentadillas con movimientos rápidos de pies para mejorar fuerza, coordinación y resistencia cardiovascular.",ia,f,2026-01-05 22:05:25.115697
221,Standing_Quadriceps_Stretch_Left.mov,Estiramiento de Cuádriceps de Pie (Pierna Izquierda),intermedio,piernas,"estiramiento, equilibrio, flexibilidad",de_pie,f,pared,"rodillas, cadera","flexibilidad, movilidad, equilibrio","Estiramiento del músculo cuádriceps de la pierna izquierda manteniéndose de pie, flexionando la rodilla y llevando el talón hacia el glúteo.",ia,f,2026-01-05 22:05:39.492457
222,Standing_Quadriceps_Stretch_Right.mov,Estiramiento de Cuádriceps de Pie (Pierna Derecha),intermedio,piernas,"estiramiento, equilibrio, flexibilidad",de_pie,f,pared,"rodillas, cadera","flexibilidad, movilidad, equilibrio",Estiramiento del músculo cuádriceps de la pierna derecha manteniéndose de pie sobre la pierna izquierda.,ia,f,2026-01-05 22:05:55.056682
223,Star_Burpees.mov,Burpees en Estrella,avanzado,"piernas, core, brazos, espalda, hombros, gluteos, pecho","cardio, fuerza, estabilidad",de_pie,f,,"espalda, rodillas, hombros, munecas, cuello, cadera","fuerza, movilidad, equilibrio","Ejercicio de alta intensidad que combina flexión, plancha y salto en estrella, requiriendo coordinación y fuerza total del cuerpo.",ia,f,2026-01-05 22:06:13.762882
224,Star_Jacks.mov,Saltos de Estrella,avanzado,"piernas, brazos, hombros, gluteos, core","cardio, fuerza, equilibrio",de_pie,f,,"rodillas, cadera, hombros, espalda","fuerza, equilibrio, confianza","Ejercicio de salto con apertura y cierre simultáneo de piernas y brazos, similar a jumping jacks pero con movimiento de estrella.",ia,f,2026-01-05 22:06:29.38916
225,Star_Push-ups.mov,Flexiones en Estrella,avanzado,"brazos, hombros, pecho, core, espalda","fuerza, estabilidad, equilibrio",suelo,t,esterilla,"hombros, munecas, espalda, cuello","fuerza, estabilidad, confianza","Variante avanzada de flexión donde brazos y piernas se abren en forma de estrella durante el descenso, requiriendo gran fuerza y control corporal.",ia,f,2026-01-05 22:06:44.069222
226,Star_Toe_Touches.mov,Toques de Estrella con los Dedos del Pie,avanzado,"piernas, core, brazos, hombros, gluteos","movilidad, equilibrio, fuerza, cardio",de_pie,f,,"espalda, rodillas, cadera, cuello","movilidad, equilibrio, fuerza, flexibilidad, confianza",Ejercicio dinámico que implica abrir brazos y piernas en forma de estrella mientras se tocan alternativamente los dedos de los pies con las manos opuestas.,ia,f,2026-01-05 22:06:59.121977
227,Straight_Leg_JackKnife.mov,Navaja con Piernas Rectas,avanzado,"core, piernas, espalda","fuerza, estabilidad",tumbado,f,esterilla,"espalda, cuello, cadera","fuerza, estabilidad, flexibilidad","Ejercicio abdominal avanzado tumbado boca arriba, elevando simultáneamente piernas rectas y torso para tocar los pies.",ia,f,2026-01-05 22:07:13.16381
228,Straight_Leg_Raises_Left.mov,Elevaciones de Pierna Recta Izquierda,intermedio,"piernas, core, cadera, gluteos","fuerza, estabilidad, equilibrio",tumbado,t,esterilla,"espalda, cadera","fuerza, estabilidad, movilidad, postura","Ejercicio tumbado boca arriba que consiste en elevar la pierna izquierda extendida, fortaleciendo el core y los flexores de cadera.",ia,f,2026-01-05 22:07:27.440056
229,Straight_Leg_Raises_Right.mov,Elevaciones de Pierna Recta Derecha,intermedio,"piernas, core, gluteos, cadera","fuerza, estabilidad, movilidad",tumbado,f,esterilla,"espalda, cadera","fuerza, movilidad, estabilidad, postura","Ejercicio tumbado boca arriba que consiste en elevar la pierna derecha recta hacia el techo, fortaleciendo cuádriceps y flexores de cadera.",ia,f,2026-01-05 22:07:42.72465
230,Superman.mov,Superman,avanzado,"espalda, core, gluteos, hombros","fuerza, estabilidad",tumbado,f,esterilla,"espalda, cuello, hombros","fuerza, postura, flexibilidad","Ejercicio tumbado boca abajo elevando brazos y piernas simultáneamente, fortaleciendo toda la cadena posterior del cuerpo.",ia,f,2026-01-05 22:07:56.770752
231,Superman_Pull.mov,Tirón de Superman,avanzado,"espalda, core, hombros, gluteos","fuerza, estabilidad",tumbado,f,esterilla,"espalda, hombros, cuello","fuerza, postura, estabilidad",Ejercicio en posición boca abajo que fortalece la espalda baja mediante elevación de brazos y piernas con movimiento de tracción.,ia,f,2026-01-05 22:08:12.233854
232,Swimmer.mov,Nadador,intermedio,"espalda, hombros, core, gluteos","fuerza, estabilidad, movilidad",tumbado,t,esterilla,"espalda, hombros, cuello","fuerza, postura, estabilidad","Ejercicio tumbado boca abajo que simula el movimiento de natación, alternando brazos y piernas opuestas elevadas del suelo.",ia,f,2026-01-05 22:08:26.198845
233,T_Superman.mov,Superman,intermedio,"espalda, gluteos, core, hombros","fuerza, estabilidad",tumbado,t,esterilla,"espalda, cuello, hombros","fuerza, postura, estabilidad",Ejercicio tumbado boca abajo que fortalece la espalda baja y glúteos elevando brazos y piernas simultáneamente.,ia,f,2026-01-05 22:08:39.890975
234,Table_Top_Crunches.mov,Abdominales en Posición de Mesa,intermedio,"core, piernas","fuerza, estabilidad",tumbado,t,esterilla,"espalda, cuello, cadera","fuerza, estabilidad, postura",Ejercicio abdominal tumbado boca arriba con piernas elevadas en posición de mesa y contracción del core.,ia,f,2026-01-05 22:08:56.08045
235,Toe_Tap.mov,Toque de Puntas,iniciacion,"piernas, core","movilidad, equilibrio, cardio",de_pie,f,,"rodillas, cadera, espalda","movilidad, equilibrio, confianza","Ejercicio de bajo impacto donde se alternan toques ligeros con la punta del pie hacia adelante o al lado, manteniendo el equilibrio.",ia,f,2026-01-05 22:09:08.650816
236,Toe_Touches.mov,Toques de dedos de los pies,intermedio,"piernas, core, espalda, gluteos","flexibilidad, estiramiento, movilidad",de_pie,f,,"espalda, cadera","flexibilidad, movilidad, postura","Flexión hacia adelante para tocar los dedos de los pies, mejorando la flexibilidad de la cadena posterior.",ia,f,2026-01-05 22:09:22.44312
237,Touchdown_Lunges.mov,Zancadas con Toque al Suelo,avanzado,"piernas, gluteos, core, cuadriceps","fuerza, equilibrio, estabilidad",de_pie,f,,"rodillas, cadera, espalda","fuerza, equilibrio, movilidad, confianza","Zancada profunda hacia adelante tocando el suelo con las manos, simulando el gesto de anotar un touchdown en fútbol americano.",ia,f,2026-01-05 22:09:37.599317
238,Triceps_Dip.mov,Fondos de Tríceps,avanzado,"brazos, hombros, pecho",fuerza,sentado,t,silla,"hombros, munecas, espalda, cadera",fuerza,"Ejercicio de fuerza para tríceps usando el peso corporal con apoyo en silla, bajando y subiendo el cuerpo mediante extensión de brazos.",ia,f,2026-01-05 22:09:52.946937
239,Triceps_Extension.mov,Extensión de Tríceps,intermedio,brazos,fuerza,sentado,t,"silla, mancuernas","hombros, codos","fuerza, movilidad",Ejercicio para fortalecer la parte posterior de los brazos (tríceps) mediante extensión del codo por encima de la cabeza.,ia,f,2026-01-05 22:10:06.412801
